name,date,title,review,rating,entity,review_history
Dear Mrs Stobbs,2018-12-12T18:38:41Z,SHOCKING CUSTOMER SERVICE.,"Ordered trousers and paid for next day delivery..Wrong size sent. So I am expected to pay AGAIN for the trousers and for postage, and if they decide to give me a refund,  it can take 17 days!!! It's online chatonly to complain, you cant talk to anyone -but they will be sure to pass on my concerns!!! They can whistle if they think I'll waste my time on another order! DISGUSTING CUSTOMER SERVICE.",1,ASOS,3
Codrin Bratu,2019-08-04T10:38:08Z,Suddenly they blocked my account for no…,"Suddenly they blocked my account for no reason, emailed them multiple times call them, they told me to wait for the customer care team to send me an email to reset my password. I DID THAT 5 TIMES, my account was still locked, I was ordering constantly and also paying for unlimited delivery, but the service received from customer service it's 0 from 10 (worse ever). No one can help you on the phone or emails. Doesn't matte what they sell but when you have to deal with them it's a nightmare. I would like to leave 0 STARS not 1.",1,ASOS,3
Sjanne Madsen,2019-08-03T16:44:37Z,I am a big fan of ASOS and never had…,"I am a big fan of ASOS and never had any issues, but this one is just unacceptable! 

I ordered my order June 28th and it arrived July 12th, thats two weeks after. But the late arrival is not the worst part. 
When it hadn’t arrived July 5th as promised, I went on their live chat to hear where it was and I specifically wrote “if it hasn’t left your warehouse, just take it back and give me a refund. I don’t need the dresses anymore”. And the lady so kindly wrote that I wasn’t there and it has been send - which was wired since I haven’t gotten any tracking number or mail about it’s departure - but she told me to wait until the 12th, so I did. 

The 11th I woke up to a mail saying “you’re package has left our warehouse and is on its way to you”. When I go that message I must admit I felt so lied to, she told me they didn’t have it? And when it arrived next day I got the feeling that they first send it after I wrote them. 
So I went on the chat again and complained about the lie. They could have just owned up to the mistake and said “sorry to hear so, here is a compensation or something”. But no no, he wrote “sorry to hear, but there is nothing I can do - you have to sent it back to us”. 

This whole experience has been so disappointing and I must say I am quite furious, sitting back here with no compensation of or explanation on why they lied to me. 

So this is minus 5 stars in my eyes and I will not place an order there one more time.",1,ASOS,3
Dina,2019-08-03T12:05:39Z,I love ASOS but I can't stand Hermes,"I love ASOS but I can't stand their choice of delivery company. Hermes is the worst. All of the good things about ASOS are completely ruined by Hermes. And what's the point of paying for next day delivery if it's not gonna be delivered the next day. 

If ASOS were still with DPD, I'd give them 5/5",1,ASOS,3
Gregory Steel,2019-08-02T11:59:26Z,Awful,"Awful. The delivery company they use cannot be trusted AT ALL. Their customer service just hides behind the fact that they use an outsourced delivery company and they can't guarantee delivery. 

Will not be using them again.",1,ASOS,3
Hollie Rosina Corley,2019-07-12T09:46:53Z,The worst online company for a refund,"The worst online company for a refund! Such a joke so slow and takes weeks!! Always having to chance it up. I have ordered from other companys pretty little thing, miss guided and there system is so fast!!",1,ASOS,3
LAG,2019-07-12T09:37:11Z,Terrible service,"Customer service is the worst.

I made a purchase that should have been delivered within 5 business days, for which I was charged immediately. When the order didn't arrive, customer service would not give me any answers and just told me to wait.

Twelve days after my purchase I was informed that the items I ordered were not in stock (though they available were when I ordered them) so I would get a refund within the next 10 working days. 

Basically, they take your money for about a month, and you get nothing in return.",1,ASOS,3
Adela Rrapushaj,2019-04-26T09:28:02Z,The wors!,It sucks! I have paid for 2- days shipping and it took 2 weeks! I’ll never will buy something in this site!,1,ASOS,3
Travis,2019-03-24T14:33:29Z,Purchased a leather jacket for my…,"Purchased a leather jacket for my girlfriend for her birthday. After she unwrapped it we realized it was ripped. Contacted ASOS to exchange, but they had no more in her size, so they agreed to pay to have it repaired.  After searching for weeks to find a place that’d do it, we had it fixed and they refunded the cost, however, immediately after, it ripped again.  The jacket fits her correctly, it’s just made of the thinnest and cheapest leather I’ve ever put my hands on.  They refuse to allow us to return it now, as I’m done with this headache of a situation.  Terrible products. Avoid.",1,ASOS,3
Goldfish. ,2018-11-14T15:49:06Z,"Great range, terrible customer service","I keep going back to ASOS because their range is so good, but their customer service is absolutely AWFUL. Their entire approach to any issue is to say ‘ah well too bad, thanks anyway’. They have zero interest in resolving issues or being helpful, and instead just quote terms and conditions and won’t budge on anything. They really couldn’t care less about their customers. Their trade turnover must be so high it just doesn’t matter to them whether you’re happy or not. Next!",1,ASOS,3
Dani Manevska,2018-11-13T22:11:00Z,Dissapointed with the poor customer…,Dissapointed with the poor customer service... have paid for next day delivery and it's 15 days now but no sign of my order. Customer service is rubbish was told they are not delivery company despite me paying them for next day delivery they take no responsibility.,1,ASOS,3
Theresa Bird,2019-06-02T23:30:09Z,Sad sad company,Usual 3 day delivery taking 14 days until actual dispatch date now. 2 orders in a month and both majorly delayed. No explanation from Asia. No compensation for missed delivery dates. Sad.,1,ASOS,3
Agnes Es,2019-06-02T09:28:35Z,really loosing faith in these guys,really loosing faith in these guys,1,ASOS,3
FreederikBlom,2019-06-24T20:29:12Z,Asos lost it,Last 3 orders were messed up by them. They sended me the wrong items and didnt have what they showed at your website.,1,ASOS,3
Jane Rickard,2018-11-12T18:54:28Z,ASOS - Gone massively down hill,"ASOS used to be such a reliable and customer friendly company! They’ve now got so big they only see pound signs! 
I won’t be ordering from them again and neither will my family.
In the space of 2 weeks I placed 2 orders, the first one, 4 days after I ordered I got an email saying 1 of the items is out of stock so I won’t be getting that. Then it turned up late. 
The second order turned up with the wrong pair of shoes.

I contacted live chat customer service and was just met with copy and paste responses, barely an apology. And just told to send back and I can get a refund. Then the chat cut off. 
They used to care if you received the wrong item and send you the correct one out straight away with the condition you return the wrong item within a certain time. 

They have lost their personal touch, I don’t feel like a valued customer anymore. I’ve been using Asos since it first was set up. But this will be the last time. 

Greedy company, no care for customers and awful customer service.",1,ASOS,3
shepshenko809,2019-06-01T13:21:09Z,Lost part of my returns bag and said it was my fault somehow.,Placed an order included a pair of shoes and 2 pairs of Jeans woth £150 altogether. Returned all 3 in the same bag however only got refunded the shoes as ASOS somehow lost the 2 Jeans and said it was my responsibility somehow and nothing they could do. So now i'm £50 out of pocket and with neither pair of jeans. Fantastic as always ASOS :),1,ASOS,3
Chun T,2019-01-19T01:22:51Z,"Incompetent staff, shut customer up when they cannot solve the problem. I thought I was shopping at a Deep Web Merchandise.","I was once a loyal ASOS customer for three years and was on the A-LIST top-tier membership for the entire time until they closed the membership programme earlier this year. 

This year I purchased next-day delivery service, and this has proven as one of the greatest mistakes I have ever made.

Spending £9.99 for the so called 'Next-day delivery' and have two deliveries out of three never arrived on the next day. Contacted customer service online and all that I received were copy-and-paste canned templates that were irrelevant.

And then this staff, who referred herself as 'Imani', should be awarded the best employee of ASOS. I witnessed the best way to deliberately shut customer up when there is anything out of competency :

'As I have advised all I can I will now go ahead and close the chat.'

Unbelievable.

I was in the Customer Service sector and I can admit that I once thought I was talking to scammers here. All that I have experienced have violated the big no-nos of the CS profession. I am shocked to see a big e-commerce like ASOS would allow such service standard as if I was in a random deep web merchandising.

To ASOS management (if there is even one) - I do not know how much you paid your online CS that made them treat customers like that - Hopefully not, but I wouldn't be surprised, if the people I was speaking with were some high school part-time who did not even know how to deal with problems in the real world of work.",1,ASOS,3
anil kumar,2018-12-10T20:18:48Z,I sent my parcel back and even the…,"I sent my parcel back and even the tracking shows its been delivered and they deny being received, sent wrong items and now they don't issue a refund. Please be aware.

Thanks",1,ASOS,3
Tuan-Anh Bui,2018-12-09T18:42:41Z,Terrible customer service,"Terrible service. I never received my item and the refund needs to wait until the item comes back to their warehouse. when? I don't know. And I have to come back to them if I don't receive any update on the refund after 2 weeks or so. So if I don't ask them, I'll still lose my money without buying anything.

Oh, and one of their support agents even left the conversation without saying goodbye. Oops",1,ASOS,3
Kotryna Marija Michaliovaite,2019-07-31T16:57:16Z,"Last update - Order still not here, no refund so far.","So, this is my last review for asos.com. I have placed an order on 16th of July that I still haven't received. The 100 euros I have paid were deducted from my card immediately.

So far - not a single email on the status of my order. Their customer care team has not responded to my email inquiry and it's been 5 days. Their chat support just told me to wait until August 4th, and if my order hasn't reached me by then - to try to write to them again. 

When I check the order itself out on their site it doesn't even appear to have been shipped. The initial delivery date they estimated was July 25th - that came and went.

It is July 31st, I have waited for half a month for a simple pair of Reebok sneakers now. Not a single email, or an apology. Not a single case where I was proposed some sort of a voucher for future because of their mistakes and the mess the site is experiencing right now.

Total shitstorm. At this point I just hope I get my money back eventually.",1,ASOS,3
rat,2019-07-31T15:47:50Z,declined,"asos was good before, deliveries are never on time anymore. i swear to god americans get their stuff before anyone in the uk does.",1,ASOS,3
Kayleigh ,2019-07-30T16:57:45Z,The worst customer service I have ever…,"The worst customer service I have ever experienced. 
I have been ordering from asos for 6 years and have never had a problem before. 
The past few months there has been something wrong with every order. From being sent the wrong item at the warehouse to not receiving an item at all. 
To speak to their customer service team is exhausting with the same scripted conversation sent over and over again. There is no understanding of the situation at all. I have paid for something which I haven't recieced and they are refusing to refund me! 
Order at Asos at your own risk. I certainly wont be as I'm not getting a product that I have paid for.",1,ASOS,3
Krupa Patel,2019-04-23T14:09:18Z,DO NOT TRUST THIS COMPANY,"DO NOT TRUST THIS COMPANY! I had previously ordered from this company on several occasions, however I will never again. I have had an ongoing dispute with ASOS since July 2018 and it still is not resolved. They have scammed me for £545.00. I ordered several items from them on June 30th and when they delivered my parcel no one was at home, so rather than leaving a note to re-arrange the delivery or leaving it at the post office they left it with my neighbour without my permission. Firstly this is against consumer rights. Secondly I received no text/ note to let me know my parcel was left with my neighbour, until my neighbour knocked on my door to give me the parcel. When I received the parcel from my neighbour, firstly it was a lot smaller than I had expected and secondly items were missing. Now I trust my neighbour and the package was fully sealed, therefore I know my neighbour had not taken any items but my most expensive items were not delivered. I had received goods worth £55 and the remaining items were missing. I have called ASOS several items about this, I have contacted my bank and raised a dispute, however ASOS refused to give the money bank. I have also spoken to Citzen's advise and sent ASOS letters and emails with no reply. This company is the worst to order from, they claim they have closed my case and no one will speak/ answer me. I would highly recommend not ordering from them and I have never dealt with such an unprofessional, scam company in my entire life!",1,ASOS,3
Elin,2019-07-11T07:26:50Z,"No delivery, no money back within two months","I placed an order worth EUR 300 on June 30. Estimated delivery July 5. Today, on July 11, the products have not yet even been sent. They now estimate the delivery somewhere between July 18-25. However, they refuse to change shipping address despite the fact that I ordered the products to our summer house, but will end my vacation and go home after July 16.

It's a disaster, because I won't get my products and also because I won't get my money back until 4-6 weeks after the delivery (the package stays 2 weeks at the post office, then adding 2-4 weeks repayment time). Which is nearly two months from now. The products are sold out so I can't re-order them. 

Also, worst customer service ever.",1,ASOS,3
Lisa Edwards,2019-07-11T00:38:05Z,I returned an item that had a small…,"I returned an item that had a small fault and when I received my refund for this item i noticed that they had not refunded the cost of the postage to send this item to me. On asking ASOS for the delivery cost to be refunded also they refused and told me that as my parcel had arrived on time, despite being faulty so the delivery costs were still payable! After many emails back and forth I requested this issue to be escalated to a manager and was told that there weren't any ! I am now going to contact CAB about this. I've never heard of such a thing. I asked for them to email  the small print on this and they ignored my many times of asking.
I think it's very poor of them and they did not value my custom what so ever",1,ASOS,3
James Jackson,2019-07-09T22:00:37Z,Do not use ASOS look elsewhere!,"Honestly dreadful service! Placed my order and was told to expect it within a week, that deadline came and went nothing. I chased up the order as I had been charged as soon as it was placed but still without any items they took 24 hours to get back to me and say that they were out of stock! I asked for a refund which will take a further 5-1 days. Honesty will not be using them again, very poor!",1,ASOS,3
Victoria Chatfield,2019-07-09T21:24:06Z,Angry and upset.,I have been waiting on my order for a good two weeks now. Tracking says that it is delayed and will be in the move in 24 hours - that is a joke! It’s been stuck on that for two weeks!  Customer service is a waste of time. They quote company policies at you and nothing is ever investigated or escalated. I don't know how they get away with it. I will never order from them again.,1,ASOS,3
Rachel wilson,2018-11-11T22:42:32Z,WORST COMPANY EVER. STOLE MY MONEY,"I had bought a couple dresses and a pair of shoes for an event. Carefully reading reviews and sizing. When I got the package, NOTHING FIT. Too big and too small. I went about all of the return instructions carefully. Paid the money to send them back, also paid all the duty when the package had arrived. The whole incident costing just shy of 300 dollars. They received my package and claimed a refund would be issued in 10-21 business days. I HAVE NOT RECIEVED ANY MONEY IN MONTHS. Contacting the company was an absolute nightmare, and they asked to see my bank statement ? Showing I did not receive the money ? So for 21 days they want to see my transactions? I think this is a fraudulent company. They are absolutely awful to work with. NEVER EVER EVER ORDER FROM THEM. They deserve less than one star and should be shut down for this type of misconduct",1,ASOS,3
El,2019-06-21T15:45:09Z,Unfortunately two of the three things…,"Terrible quality control. Unfortunately two of the three things that I ordered were faulty; one with two rips and the other missing a slip. The customer service was extremely unhelpful and obviously are not trying to keep repeat customers. Not recommended, better to go and buy cheap clothes at H & M.",1,ASOS,3
Kimberley,2019-05-30T17:50:43Z,Don't use their 20% off Codes,"Absolutely shocking company I would go as far as to say scammers. I used a 20% discount when you spend £100. Decided to return one item out of the four I ordered and was shocked when I seen a top worth £32 was refunded £10.40. I contacted customer services and was told the entire discount I received had been deducted from that one item as the discount code was now expired! Absolutely disgusting, wouldn't have used the code or bought anything from them if I knew this beforehand. Their discount codes are clearly a way of making money off people when they return items. I will never use this company again, honestly dont know how they get away with treating customers like this. They're trustpilot rating says it all really.",1,ASOS,3
alecia nettleford,2019-05-30T07:42:21Z,Don’t buy from them,"If I could rate them 0 I would l, totally trash of a company, No one ever knows anything. Paid for premier delivery and two days later no parcel.......
No one in customer service can’t even tell me when the parcel will arrive.....
And now I must wait for them to get the parcel delivered back to them before I can get my money back..... you lot are TRASH 
Just close down the company you scammers and run back my ALL MY HARD WORKING MONEY",1,ASOS,3
Zenia,2019-05-28T21:05:54Z,Always been a happy costumer until…,"Always been a happy costumer until today. Received some white boots with marks all over them, a faulty product. Writing to costumerservice was a bad idea though, not helpful at all, short answers from a person, Devon, that seemed like they didn't want to work in costumerservice or might as well just be a robot. Only offer they could give, was for me to go through the trouble with sending the product back, even though I sent pictures taken right after unpacking. Very displeased with this experience and service, certainly not gonna shop here again.",1,ASOS,3
I M,2018-12-07T13:12:20Z,HORRIBLE THEIVES,"HORRIBLE THEIVES

Absolutely the worst company, I returned a jacket to them with THE RETURN LABEL THEY INCLUDED and another item. The other item was returned and processed the second one (which I paid $175 for) never showed up. The first time I contacted them they said give it a few more days so I did. I went back again after it had been over 2 weeks and they said a ""specialist"" would get back to me in 24 hours. After 3 days I contacted them again and finally got someone. They told me they could only help me if I had the proof or returns.....I used THEIR RETURN LABEL. No where on the returns sheet does it say ""Keep This We Dont Track It"". How do THEY not track their own returns. Haven't gotten resolution yet but as far as I can tell ASOS has just robbed me of $175 and I will be filing as such anywhere I can.",1,ASOS,3
Caroline Kelly,2018-12-06T18:47:47Z,Ordered from ASOS and paid for next…,Ordered from ASOS and paid for next deliver. My order arrived a week later. Very poor customer service as tried to ring to find out where it was and nobody bothered phoning me back.,1,ASOS,3
Erika S.,2018-12-06T10:41:54Z,Awful customer service,"Awful customer service, ASOS. I have returned four items from the order I have placed, however, only got a confirmation that one of the items was returned (rather than four!). Online customer service is useless, and told me to get in touch with you via the social media. Please advise.",1,ASOS,3
Lizzie 'Blossom' Bond,2019-04-21T01:11:18Z,Selected incorrect address,"Selected incorrect address, only realised this when the order was out for delivery, attempted to update the address with DPD though was unable to. So got in touch with them on Facebook, kept asking me to return the order or how to amend the address when the order has been placed. Asked a friend to collect the parcel though wasn't there and now trying to resolve this on email as I've no parcel and lost over £100. What a Joke!",1,ASOS,3
G,2019-04-19T08:26:45Z,Awful,"Awful, ASOS worked not just because of their range but customer service, but that is now slipping hard.

I pay for next day delivery and they have clearly made changes to their supply chain because I've not received my order next day twice. The updates are shocking you used to get a text giving you an hour's slot now you have to be available 8-10pm. It's like going back 20 years! Then their customer support keeps telling you their system says it will be delivered next day, meaning they are either calling you a liar or dpd are misleading them. When you try to explain that, you literally get a computer says no response. Basically sit in all day on your Saturday and if it doesn't come, contact us. Wait for the crime to happy even if dpd have sent me written confirmation that it won't be delivered next day. Absolute joke, the failed delivery is one thing, incompetent staff is another.",1,ASOS,3
Elz,2019-07-09T08:51:05Z,No package,"No package, no refund and no help from customer service....Terrible company.",1,ASOS,3
Alia Badri,2019-07-07T15:16:11Z,Terrible experience,"Such an awful experience. Yashna the agent I spoke to on chat was not bothered at all, took ages to reply and couldn’t be bothered to check anything. 

I ordered next day delivery on the 5th, and was advised by email that it will arrive on the 11th. That’s not the next day! I’m leaving the country and tried to cancel but was basically told tough luck Asos are not bothered at all

Hermes delivery service is the worst I don’t know why they use them 

Seems from all these reviews a lot of people have had terrible experiences",1,ASOS,3
Victor,2019-02-18T14:03:06Z,Placed my order,"Placed my order, the clothes never arrived. Was a big hassle with DHL who ""lost"" the package. Asked for a refund and tried contacting their customer support multiple times, they never responded. And later on they had the audacity to ask me to Review their customer support: horrible.

Also never got a refund, not even a new set of clothes.",1,ASOS,3
Simona Titova,2019-06-21T06:50:02Z,Ordered an item for next day delivery,"Ordered an item for next day delivery, that didn't arrive. Cust service said there will be a delay of 6 days due to whatever problems. Cannot cancel item as it's on it's way regardless that I don't need it anymore! Crappy service.",1,ASOS,3
Nadia,2019-06-20T16:36:29Z,SHOCKING customer service,"I had placed an order 4 days ago with asos and it is yet to be despatched even though it said it would be with me this weekend (definitely not happening) I have live chatted numerous times with people, one of which couldn’t be bothered replying after me waiting 10 minutes for a response. 

I then emailed the company to explain my frustration and to cancel my order immediately as I had placed an order with another website and received it the next day. They are refusing to cancel my order because my order is packed (it’s been packed since Tuesday apparently) this is possibly the worst experience and service I have ever had to deal with. The most arrogant and rude customer “help” team. I will be taking this further as I am within my rights to cancel my order and receive a refund which they are REFUSING to do.",1,ASOS,3
Paul Ashwell,2019-06-20T08:50:44Z,Terrible service provider,Terrible service provider! Customer Services that LIE to the consumer even though you can clearly see the tracking information live online. Orders some gear for Next Day delivery but when tracked it showed that the goods hadn't been collected. Contacted ASOS and was told the goods were Out for Delivery. I questioned this and was still told they would be delivered. Never showed and the goods weren't collected from ASOS until 15.28pm on the day they were supposed to be Delivered. Spoke to Customer service again to be told they cant do anything and would even admit they gave out incorrect info! Will never use ASOS again!!!!,1,ASOS,3
Paul,2018-11-07T14:11:49Z,Asos needs to work better on its Demographics,"Asos needs to work better on its Demographics, if they have chosen a Social appeasement agenda. Then be more equal in your diversity, as you favor a certain group more over others.",1,ASOS,3
Customer,2018-11-07T12:32:27Z,NEED to change courier,"NEED to change courier. Hermes are terrible and ASOS don't do anything to help or offer compensation or good will gesture.

Shocking.",1,ASOS,3
Sophie,2018-11-07T07:30:21Z,Terrible customer service and returns…,"Terrible customer service and returns process.

 Returned items 2 weeks ago using their carrier, collect plus, and although they have got the parcel they are claiming that the items I returned are not inside.  Made me wait 24 hours for ""processing"" and have now been told to wait another 5 days for their ""specialist team"" to look into it.  Rubbish experience.",1,ASOS,3
Elena Atomei,2019-05-25T22:07:57Z,PLEASE STAY AWAY FROM THIS COMPANY!,"PLEASE STAY AWAY FROM THIS COMPANY!
I spent over 1000$ in 2 weeks with this company and all good until one day they suddenly close my account when I ordered a GoPro, they did not even ask for more info about me in case it was a verification failure.
Then, after hours of waiting to get a different reply from ""our specialist team will check"", they CHARGED my second account used for GoPro order, then blocked the account, and nobody knows anything about the status of the order which probably will never come. 
Nobody can answer me, nobody can do anything, their ""specialist team"" is checking for 3 days already (for sure not).",1,ASOS,3
Lucy,2019-05-24T12:20:18Z,Be Wary of Misleading Prices and Discounts!,"I used a 20% student discount for an order totalling £229.00. When you place your order you receive an e-mail that displays each item you ordered at their full unit price and the discount is deducted at the end of the order total. I paid £197.75 which works out as a discount of 13.65%, which can't be right.

I queried this with their online chat because I returned some of the items and I couldn't work out if I was being refunded the correct amount. The person I spoke to online, Marilyn, was extremely rude and cagey and refused to give me these numbers. She told me she ""calculated them using maths"" and ended the chat on me without solving my query.

Well, I've used the same maths to calculate my discount and the numbers don't add up. 

I spent a lot of money here and I'm not convinced I'm being correctly refunded. I will not be using this service again.",1,ASOS,3
S,2019-07-26T10:19:20Z,shocking and rude,Had an awful experience where they lost an order placed before Christmas. I then emailed to ask for a refund and they didn’t respond. I then got a chat associate on the line a few days later that I asked for a refund. This associate fobbed me off to a ‘specialist’ (delivery team) who re-sent the order without checking with me. I wanted to cancel and refund the order. I then received progressively rude emails from a number of associates when I’d asked for a manager to resolve this. They seemed annoyed that I wouldn’t just go away. Worst customer service ever. They then went on to tell me that it was ‘my responsibility’ to return the parcel. Awful.,1,ASOS,3
Anna Dumbadze,2019-04-16T12:45:10Z,ordered shoes 2 months ago but did not…,ordered shoes 2 months ago but did not receive. so bad service.,1,ASOS,3
James Johnisnongsinado,2019-07-25T12:03:08Z,Terrible sent me wrong sized items,Terrible sent me wrong sized items. Returned and reordered because was leaving for holiday soon and they emailed me two days later saying that size was out of stock. Shocking.,1,ASOS,3
Jodie Long,2019-07-24T17:21:13Z,Shocking customer service,"Shocking customer service! Returned my order they received it within 2 days (tracking number showed) still have to wait up to 17 working days for a refund, more than 3 weeks customers service (live chat) were not interested!!
Don’t think I will order again as the return/refund process is horrendous 😡",1,ASOS,3
Amp,2019-02-15T20:13:32Z,Poor customer service,Just trying to renew premier delivery. Payment has been taken but it has not been activated on my account. They all seem to be unable to sort it out yet they have my money and don’t seem to have any answers. Even if I want a refund it will take 5-10 days to get my money back before I can try to put premier delivery on my account again,1,ASOS,3
Anna Makarova,2019-07-06T18:52:55Z,The worst experience ever!,"The worst experience ever!! The worst customer service! NEVER order there!! Save your money and time!! My item came completely damaged, not just a little hole but 2 huuuuge holes, the blazer is totally ripped, like it was in a combine or something! this people don't even check the order before sending it!! Awful! Now I need to waste my own time for my own money and do all that returns, just because people don't check the quality before sending. And when I contact customer service they basically just hung up on me! The worst online shopping experience ever! Just stay away and spend your money somewhere else! I would never order from there again!!",1,ASOS,3
THEM!,2019-07-06T10:38:52Z,SO BAD,"SO BAD, Made an order, no mention of delivery times being slow.
I usually get stuff in 2-3 days. 
After checkout 10 days!!
I'm gonna miss the order I'm away on Hols, so wanted to cancel.
Was told I couldn't even though the order hadn't been sent.

My advice if you need something quickly, don't trust them.",1,ASOS,3
Oliver Brenet,2019-06-17T09:54:29Z,"If you like giving money away and getting trouble in return, buy stuff off ASOS","My girlfriend ordered two dresses from the site. Two weeks later she received an email stating they had had a technical glitch and the order had been cancelled. The money was charged, however. After making contact with the company, and speaking with Richard from ASOS, a refund on one of the dresses was made after much trouble, but the other was sent.
When the dress arrived it did not fit, so a return label was ordered and the package was shipped the same day. Now almost three weeks after, still no refund of the second dress, they refuse to chat and require e-mails to be sent to them validating identity, despite doing so, it's still not sufficient, so we still chat (since they have no phones apparently) with ASOS, or that might too much to say, since they reject chatting and continue closing the chat whenever we refer to older chats and reference and order numbers and request a refund for the second dress...
Chatting with two people named Jessie and Ellie were outright rude and not willing to do any type of customer care/service.

I seriously don't comprehend how a company can exist with employees like that.",1,ASOS,3
Nelly Jones,2019-05-24T10:11:48Z,What happend to ASOS?,"What happend to ASOS?! I’m appalled with their recent service. First they use the worst delivery company, my parcels are left in front of my door and I live on a very busy street. If they leave it with the neighbour - they don’t write down the house number so I need to knock on people’s doors until I find my parcel. But that’s something that I could go around. Now, last couple of experiences were so frustrating - for the start, I was missing the item from my order, after I’ve pointed that out, they’ve sent the new pair of shoes but I never got those as well so had to conatact them AGAIN about my situation. Fine. It happens. Let’s go on. I bought 2 dresses and 1 didn’t fit me so I’ve returned it. Waited for them to confirm they’ve received the item - NOTHING. Had to chat with them AGAIN. They’ve refunded me. Fine. Still can handle it. Ordered dress and it didn’t fit me. Returned it , but only to have another, just in different size. Got the email this morning claiming I will be refunded. Contacted them AGAIN, guy is telling me I was refunded because it wasn’t in stock just an hour ago but it’s in stock now so I can make a purchase again (yeah right, and to pay for a new postage). After I told him I had so many negative experiences with ASOS lately he replied they almost never make errors and that this is a rare case and if that’s all I needed today that I can close the chat. That’s the way you treat customers, well done! Clearly there is so many incompetent people lately working with ASOS which is such a shame as I LOVED shopping with them and spent hundreds (if not thousands) of pounds there. Well, they won’t see my pennies ever again. Seeing all these negative comments really made me think that people who work there are actually sabotaging the company.",1,ASOS,3
Stephen,2019-01-10T08:27:22Z,Rude and incompetent customer services staff,"It would be great to see ASOS improve their consistency in the customer service. All I was looking for was a member of the ASOS team to re-arrange a delivery with their delivery provider (Gnewt), after one my packages was sent to the incorrect address which I picked by mistake. 

Firstly, using the online chat portal, I had to get in contact three times in one day for the following reasons:

The first time (Friday 4th) it created a chat box with my old email, even though I was logged into my account with my current email. This might be a cookie refresh issue. I was told to log out and create a new ticket with my new email, even though I could fully provide any authentication on my end.
The second time, having logged out and made a query passing my email in, I was told I'd get a phone call to assist me with my problem (arranging a re-delivery with Gnewt). I never got called.
The third time, a few hours after I was told I'd be called, I got in contact again and received the same response, that I would be getting a phone call. I never got called.

On Sunday, I then decided to get in contact with the social media CS (Facebook messenger), where my chat history is visible to read through by your team. I was told without a chat reference I could not be helped, which somewhat defeats the point in having a customer services portal on Facebook at all. When asked whether I could create a new query (and ignore the previous experiences on Friday), I was replied to with a copy-paste response of what was said before, essentially dismissing my response. It was rude, unhelpful and made me feel ignored and disrespected as a customer, especially as one paying for their next-day delivery service.

Only after submitting a feedback claim that evening illustrating my frustration did I get help, which was actually solved very quickly on Monday. That was very helpful, although it made me wonder why that could not have been done first thing on Friday, rather than make me go through what I went through over the weekend. My request was not complicated, and easy to resolve, and yet it took 3 online CS staff, who knows how many Facebook Messenger CS staff and one official feedback submission to get someone on your end to action my query. This is pretty terrible on ASOS' end, and means I won't be renewing my next-day subscription as I ultimately had the experience of someone who had a delayed and problematic delivery with terrible support.

The solution to my problem was not complex, and yet it took an insane amount of effort to resolve. I was unable to edit the order as the 15-minute window to edit next-day orders had elapsed by the time I realised I had picked the wrong address (ordered some other stuff to the correct address later that day). If ASOS are going to be cutting off order edits after that short window maybe I'd recommend they ensure their CS system has basic competency to handle issues like this in the future.",1,ASOS,3
Syl Sal,2019-06-17T08:58:20Z,Awful and appalling customer service,"Awful and appalling customer service. Delivery service is so unreliable. I shop at asos regularly and I always have issues with the delivery companies and their poor service, which also affects at asos and their poor communication, customer service, etc. They sell a service that cannot provide. I paid for the yearly fee to get my parcels next day delivery but it's usually delivery next day. Same with next eve delivery, you are lucky if it gets delivery next eve. Is terrible, such a bad expericene, it really puts me off from buying any clothing from them! :-(",1,ASOS,3
Tammie Maunders,2019-12-27T17:50:02Z,First time and last time ordering with…,First time and last time ordering with this company😡Ordered a jacket (£49.50p)returned it still waiting for my refund.Phone customer services who are completely useless.Cant talk to a manager as there busy was told someone would call me back after waiting 4 hours I called back and was told I was given the wrong information as you cannot get a call back.Ive contacted my bank so now waiting for a dispute claim.i have proof of purchase and receipt of returns its  apoorling a big company like ASOS.ive always ordered with Boo Hoo and this company is 👌I would never order with Asos again even if the clothes Ect went down to £1 Disgracful company.ive rated 1 star as it wouldnt of let me write a review as I would of put 0 stars,1,ASOS,4
Sajad Entesari,2020-01-03T19:38:35Z,Never got the items,"Ordered something, with a discount code and buying premier delivery option. It didn’t arrive After two days! despite me being home all day! I calLed and they said delivery was rejected (whatever that means!) and you have to order again sorry. Firstly i bought £200 worth of goods and discount Was £40 And now the code is expired, i had to call again and argue with them to get a new Code. I wanted to start ordering from Asos but sorry, You wont have my business. Point is that they just said sorry bye without any care about the customer and no service failure procedure to make up for it.",1,ASOS,4
Jasmine,2020-01-02T18:56:53Z,I am an ASOS premier customer and it is…,"I am an ASOS premier customer and it is happening frequently that when I return items, the return and refund is not processed. I feel that something dodgy is happening in the return warehouse as this seems to be happening a lot and now I feel very wary about ordering with ASOS. Customer service respond promptly on socials but I am just unclear why returns seem to be inconsistent and feel ASOS need to take a look at what is happening in the returns department so they do not lose loyal customers",1,ASOS,4
